District,Date(D_M_YYYY),Time(Hour_of_a_day),Temperature(Celsius),Humidity(Percentage),WindSpeed(KM/H),Precipitation(Millimeters),AtmosphericPressure(Millibars),PM10(ug/m3),NO2(ug/m3),SO2(ug/m3),CO(ug/m3),O3(ug/m3),AQI(Index/Level),PM2_5(ug/m3)
Sathon,4/2/2025,18:00,33.3,29,7.2,0,1008,123.74,117.9,79.16,2590.18,61.51,5,90.42
Sathon,4/2/2025,19:00,31.9,34,7.2,0,1008,129.19,134.35,88.69,2910.61,25.75,5,94.05
Sathon,4/2/2025,20:00,30.3,41,11.5,0,1009,150.87,150.8,93.46,3631.59,1.77,5,112.52
Sathon,4/2/2025,21:00,29.1,47,10.8,0,1010,204.12,164.51,99.18,4913.33,0,5,151.36
Sathon,4/2/2025,22:00,28.6,49,10.8,0,1010,256.44,167.25,88.69,5767.82,0,5,183.7
Sathon,4/2/2025,23:00,28.2,53,10.8,0,1010,289.19,154.91,70.57,5981.45,0,5,201.49
Sathon,3/2/2025,0:00,26.4,65,14.8,0,1008,153.27,74.03,60.56,3257.75,0,5,110.73
Sathon,3/2/2025,1:00,26.1,68,13.7,0,1008,145.27,67.86,64.85,2830.51,0,5,102.36
Sathon,3/2/2025,2:00,25.8,70,13.7,0,1008,144.51,65.8,75.34,2483.37,0,5,98.73
Sathon,3/2/2025,3:00,25.6,74,12.6,0,1007,147.49,64.43,76.29,2376.56,0,5,97.94
Sathon,3/2/2025,4:00,25.4,75,11.2,0,1007,152.71,63.06,74.39,2323.15,0,5,97.63
Sathon,3/2/2025,5:00,25.2,76,10.4,0,1008,156.59,62.38,68.66,2296.45,0,5,96.26
Sathon,3/2/2025,6:00,25.1,77,11.2,0,1008,166.52,63.06,66.76,2510.07,0,5,100.19
Sathon,3/2/2025,7:00,25,77,11.9,0,1009,188.18,63.75,69.62,3364.56,0,5,114.5
Sathon,3/2/2025,8:00,26.3,71,14.8,0,1010,205.45,63.06,69.62,4539.49,0.37,5,121.04
Sathon,3/2/2025,9:00,28.2,61,15.5,0,1011,236.05,70.6,84.88,5287.17,2.91,5,127.62
Sathon,3/2/2025,10:00,29.9,54,14.4,0,1012,280.48,115.16,120.16,5554.2,11,5,147.83
Sathon,3/2/2025,11:00,31.3,47,14.8,0,1011,203.43,108.3,81.06,2803.8,104.43,5,130.18
Sathon,3/2/2025,12:00,32,43,15.5,0,1010,209.39,71.97,66.76,2216.34,228.88,5,154.16
Sathon,3/2/2025,13:00,33.2,37,13.3,0,1009,223.14,50.04,61.04,2056.12,320.43,5,170.04
Sathon,3/2/2025,14:00,34.2,32,12.6,0,1007,223.53,47.98,61.99,2082.82,357.63,5,173.89
Sathon,3/2/2025,15:00,34.6,30,13.3,0,1006,223.11,53.47,63.9,2162.93,351.91,5,172.07
Sathon,3/2/2025,16:00,34.4,30,13,0,1006,202.44,57.58,60.56,2109.53,311.85,5,149.48
Sathon,3/2/2025,17:00,33.7,32,13.3,0,1006,232.53,131.61,97.27,3337.86,208.85,5,161.05
Sathon,3/2/2025,18:00,31.9,37,15.1,0,1007,290.72,249.51,150.68,5447.39,63.66,5,195.39
Sathon,3/2/2025,19:00,29.8,46,15.1,0,1007,311.84,279.66,179.29,6835.94,0.18,5,208.64
Sathon,3/2/2025,20:00,29,51,14.8,0,1008,315.84,241.28,186.92,7370,0,5,210.48
Sathon,3/2/2025,21:00,28.4,54,15.5,0,1009,311.21,194.67,181.2,7476.81,0,5,207.53
Sathon,3/2/2025,22:00,27.8,58,16.6,0,1010,294.5,156.28,164.03,7049.56,0,5,199.14
Sathon,3/2/2025,23:00,27.3,62,16.9,0,1010,268.16,124.75,137.33,6355.29,0,5,182.08
Sathon,2/2/2025,0:00,26.1,68,15.1,0,1009,170.38,93.22,70.57,3231.05,0,5,121.62
Sathon,2/2/2025,1:00,25.9,68,12.6,0,1008,145.79,81.57,65.8,2696.99,0,5,101.55
Sathon,2/2/2025,2:00,25.7,68,10.8,0,1008,134.59,77.46,61.04,2349.85,0.01,5,93.32
Sathon,2/2/2025,3:00,25.4,70,9,0,1008,135.19,76.77,58.65,2243.04,0.01,5,93.2
Sathon,2/2/2025,4:00,25.1,73,8.6,0,1008,144.16,76.77,59.13,2296.45,0,5,97.5
Sathon,2/2/2025,5:00,24.9,74,7.6,0,1008,158.45,78.14,55.31,2510.07,0,5,105.06
Sathon,2/2/2025,6:00,24.7,76,9,0,1008,182.81,78.83,52.45,3097.53,0,5,121.83
Sathon,2/2/2025,7:00,24.6,76,7.9,0,1009,233.68,82.94,58.17,4859.92,0,5,160.66
Sathon,2/2/2025,8:00,25.9,70,11.5,0,1010,270.36,84.31,61.99,7370,0.11,5,188.37
Sathon,2/2/2025,9:00,27.7,60,13.3,0,1011,282.28,87.74,69.62,8651.73,1.02,5,193.07
Sathon,2/2/2025,10:00,29.6,51,13,0,1011,307.67,131.61,87.74,8972.17,5.72,5,204.31
Sathon,2/2/2025,11:00,31.3,43,13.3,0,1010,328.49,135.72,100.14,3738.4,208.85,5,246.88
Sathon,2/2/2025,12:00,32.3,39,14.8,0,1009,362.82,65.8,84.88,3017.43,377.66,5,300.66
Sathon,2/2/2025,13:00,33.2,35,14.4,0,1008,381.41,43.87,85.83,2990.72,446.32,5,322.25
Sathon,2/2/2025,14:00,33.8,32,15.8,0,1007,374.73,42.16,86.78,3044.13,452.04,5,318.96
Sathon,2/2/2025,15:00,33.8,30,15.5,0,1006,347.65,47.3,85.83,2937.32,411.99,5,293.76
Sathon,2/2/2025,16:00,33.6,29,14,0,1005,303.96,52.78,80.11,2723.69,349.04,5,252.34
Sathon,2/2/2025,17:00,32.9,30,13.3,0,1005,267.93,109.67,94.41,3364.56,205.99,5,210.14
Sathon,2/2/2025,18:00,31.4,34,13.3,0,1005,233.83,171.36,108.72,4112.24,59.37,5,172.58
Sathon,2/2/2025,19:00,29.6,43,12.2,0,1006,197.2,156.28,103.95,4112.24,1.56,5,138.54
Sathon,2/2/2025,20:00,28.8,47,12.2,0,1007,179.49,113.79,92.51,4005.43,0,5,123.43
Sathon,2/2/2025,21:00,27.8,56,16.9,0,1008,176.49,93.22,83.92,4112.24,0,5,122.52
Sathon,2/2/2025,22:00,27.1,65,18,0,1008,178.62,85.68,77.25,4058.84,0,5,127.23
Sathon,2/2/2025,23:00,26.6,70,18.4,0,1008,171.47,80.88,68.66,3791.81,0,5,124.06
Sathon,1/2/2025,0:00,26,62,14.8,0,1009,293.86,159.03,91.55,6942.75,0,5,216.08
Sathon,1/2/2025,1:00,25.8,59,11.2,0,1009,238.15,131.61,73.43,5500.79,0,5,175.09
Sathon,1/2/2025,2:00,25.6,57,6.5,0,1008,181.55,106.93,63.9,3631.59,0,5,131.47
Sathon,1/2/2025,3:00,25.4,58,7.6,0,1007,160.53,90.48,54.36,2937.32,0,5,115.08
Sathon,1/2/2025,4:00,25.1,61,9,0,1007,163.47,85,55.31,2803.8,0,5,115.65
Sathon,1/2/2025,5:00,24.9,64,6.8,0,1008,185.27,84.31,58.17,3177.64,0,5,130.43
Sathon,1/2/2025,6:00,24.8,66,6.5,0,1009,224.58,87.05,59.6,4112.24,0,5,159.58
Sathon,1/2/2025,7:00,24.7,68,6.8,0,1010,292.58,95.96,64.85,6462.1,0,5,213.77
Sathon,1/2/2025,8:00,25.7,64,8.3,0,1010,361.71,106.93,72.48,10147.09,0.17,5,269.21
Sathon,1/2/2025,9:00,27.3,56,10.8,0,1011,410.49,122.01,87.74,13244.63,1.26,5,306.09
Sathon,1/2/2025,10:00,29.2,47,12.2,0,1012,477.2,208.38,116.35,15380.86,4.83,5,358.91
Sathon,1/2/2025,11:00,30.8,41,13.7,0,1011,440.5,200.15,164.03,5340.58,266.08,5,351.3
Sathon,1/2/2025,12:00,31.8,37,14,0,1010,437.39,69.23,114.44,3631.59,463.49,5,372.79
Sathon,1/2/2025,13:00,32.5,34,15.1,0,1009,452.2,34.96,100.14,3257.75,514.98,5,386.74
Sathon,1/2/2025,14:00,32.9,32,15.1,0,1007,408.53,34.62,90.6,2964.02,469.21,5,345.96
Sathon,1/2/2025,15:00,33,32,16.2,0,1006,361.51,41.47,83.92,2777.1,417.71,5,301.36
Sathon,1/2/2025,16:00,32.6,31,16.2,0,1006,315.1,46.61,75.34,2563.48,354.77,5,255.87
Sathon,1/2/2025,17:00,31.6,33,16.9,0,1006,305.52,101.45,94.41,3231.05,246.05,5,236.41
Sathon,1/2/2025,18:00,30.1,38,14,0,1007,323.25,164.51,121.12,4325.87,130.18,5,245.52
Sathon,1/2/2025,19:00,28.8,45,11.9,0,1007,309.94,174.11,121.12,4539.49,60.08,5,237.44
Sathon,1/2/2025,20:00,28,51,13.7,0,1008,286.94,164.51,107.77,4325.87,25.75,5,218.62
Sathon,1/2/2025,21:00,27.5,54,13.3,0,1009,265.12,154.91,98.23,4219.06,4.65,5,199.99
Sathon,1/2/2025,22:00,27.1,58,16.6,0,1009,241.78,135.72,90.6,4058.84,0.22,5,179.9
Sathon,1/2/2025,23:00,26.6,64,15.8,0,1009,208.88,113.79,81.06,3738.4,0.01,5,153.01
Sathon,31/1/2025,0:00,26.5,48,6.5,0,1011,441.63,180.96,158.31,12069.7,0,5,308.39
Sathon,31/1/2025,1:00,25.9,52,5.8,0,1010,441.94,165.88,137.33,11856.08,0,5,303.14
Sathon,31/1/2025,2:00,25.4,54,5.8,0,1010,451.23,157.65,120.16,11535.64,0,5,308.74
Sathon,31/1/2025,3:00,25,55,3.6,0,1009,470.04,153.54,108.72,11535.64,0,5,322
Sathon,31/1/2025,4:00,24.5,52,5,0,1010,474.35,143.95,96.32,11001.59,0,5,320.75
Sathon,31/1/2025,5:00,24.2,52,5.4,0,1010,451.98,127.49,86.78,9933.47,0,5,298.4
Sathon,31/1/2025,6:00,23.9,51,4.7,0,1011,435.99,115.16,84.88,9292.6,0,5,282.4
Sathon,31/1/2025,7:00,23.8,51,4.3,0,1011,457.55,109.67,92.51,10253.91,0,5,298.35
Sathon,31/1/2025,8:00,24.8,47,4.3,0,1012,439.91,95.96,94.41,11322.02,0.23,5,280.71
Sathon,31/1/2025,9:00,26.4,42,5.4,0,1013,414.13,97.33,101.09,11856.08,1.94,5,256.78
Sathon,31/1/2025,10:00,28.3,38,5,0,1014,440.14,180.96,122.07,12069.7,9.03,5,275.32
Sathon,31/1/2025,11:00,30,33,5,0,1013,331.42,169.99,119.21,4379.27,188.83,5,221.11
Sathon,31/1/2025,12:00,31.5,30,4.3,0,1012,291.44,87.74,90.6,3070.83,331.88,5,219.33
Sathon,31/1/2025,13:00,32.7,27,3.6,0,1010,288.05,55.52,77.25,2643.59,411.99,5,224.37
Sathon,31/1/2025,14:00,33.3,26,4,0,1008,296.9,50.04,79.15,2643.59,434.88,5,236.51
Sathon,31/1/2025,15:00,33.5,26,5.4,0,1007,315.11,54.15,85.83,2803.8,446.32,5,253.36
Sathon,31/1/2025,16:00,33.5,26,5.8,0,1006,303.73,58.95,84.88,2830.51,406.27,5,241.07
Sathon,31/1/2025,17:00,32.9,27,8.3,0,1006,330.75,132.98,111.58,4165.65,291.82,5,255.99
Sathon,31/1/2025,18:00,31.2,33,14,0,1007,397.31,244.02,150.68,6462.1,140.19,5,306.62
Sathon,31/1/2025,19:00,29.2,41,16.2,0,1008,433.77,315.31,171.66,7904.05,31.47,5,336.29
Sathon,31/1/2025,20:00,28.3,44,13.7,0,1009,425.54,320.79,164.03,8544.92,0.15,5,326.76
Sathon,31/1/2025,21:00,27.9,47,14.4,0,1010,413.89,296.12,144.96,8972.17,0,5,314.73
Sathon,31/1/2025,22:00,27.2,53,15.5,0,1010,398.39,254.99,129.7,8972.17,0,5,299.8
Sathon,31/1/2025,23:00,26.6,58,16.2,0,1010,355.18,200.15,110.63,8224.49,0,5,263.69
Suan Luang,6/2/2025,0:00,26.9,72,17.3,0,1010,188.18,113.79,98.23,3471.38,0,5,128.98
Suan Luang,6/2/2025,1:00,26.7,72,14.8,0,1009,185.93,109.67,89.65,3097.53,0,5,130.63
Suan Luang,6/2/2025,2:00,26.5,74,13,0,1009,184.26,104.19,83.92,2937.32,0,5,130.88
Suan Luang,6/2/2025,3:00,26.3,76,13,0,1009,189.54,100.08,82.97,3070.83,0,5,133.32
Suan Luang,6/2/2025,4:00,26.2,76,11.9,0,1008,208.85,101.45,89.65,3471.38,0,5,143.86
Suan Luang,6/2/2025,5:00,26,77,10.8,0,1009,244.56,106.93,99.18,4112.24,0,5,166.57
Suan Luang,6/2/2025,6:00,25.9,77,10.4,0,1009,287.84,111.04,99.18,4966.74,0,5,194.87
Suan Luang,6/2/2025,7:00,25.7,78,10.4,0,1010,336.8,112.41,94.41,6355.29,0,5,226
Suan Luang,6/2/2025,8:00,26.7,72,12.2,0,1011,338.02,104.19,81.06,7476.81,0.26,5,219.82
Suan Luang,6/2/2025,9:00,28.5,61,12.6,0,1012,320.65,104.19,82.02,8117.68,2.21,5,200.89
Suan Luang,6/2/2025,10:00,30.3,52,12.6,0,1012,339.16,145.32,100.14,8224.49,8.58,5,205.62
Suan Luang,6/2/2025,11:00,31.7,46,13.7,0,1011,176.08,94.59,63.9,2536.77,105.86,5,105.62
Suan Luang,6/2/2025,12:00,32.7,42,13.3,0,1010,131.33,54.84,48.16,1789.09,180.24,5,90.19
Suan Luang,6/2/2025,13:00,33.6,38,14.4,0,1009,129.14,43.87,44.82,1668.93,228.88,5,92.9
Suan Luang,6/2/2025,14:00,33.9,37,16.6,0,1007,136.08,48.67,49.59,1789.09,248.91,5,101.3
Suan Luang,6/2/2025,15:00,33.9,37,19.4,0,1006,142.3,57.58,56.74,1949.31,240.33,5,107.06
Suan Luang,6/2/2025,16:00,33.1,38,19.4,0,1006,138.3,65.12,59.61,2029.42,214.58,5,102.62
Suan Luang,6/2/2025,17:00,32.2,41,17.3,0,1006,144.49,98.71,76.29,2616.88,147.34,5,103.67
Suan Luang,6/2/2025,18:00,30.4,49,16.9,0,1006,150.43,148.06,99.18,3471.38,40.05,5,101.61
Suan Luang,6/2/2025,19:00,29.2,56,15.5,0,1007,141.09,135.72,103,3631.59,0.23,5,90.27
Suan Luang,6/2/2025,20:00,28,65,21.2,0,1008,148.52,105.56,107.77,3738.4,0,5,92.05
Suan Luang,6/2/2025,21:00,27.5,70,22.3,0,1009,164.74,91.85,113.49,3952.03,0,5,100.73
Suan Luang,6/2/2025,22:00,27.3,70,20.2,0,1009,168.7,87.74,109.67,3898.62,0,5,104.54
Suan Luang,6/2/2025,23:00,27,72,19.4,0,1010,160.77,84.31,101.09,3685,0,5,100.11
Suan Luang,5/2/2025,0:00,27.1,71,16.6,0,1010,260.48,131.61,96.32,4592.9,0,5,144.39
Suan Luang,5/2/2025,1:00,26.7,74,14.4,0,1010,253.71,123.38,87.74,4165.65,0,5,141.81
Suan Luang,5/2/2025,2:00,26.5,75,10.1,0,1010,252.91,117.9,87.74,3845.22,0,5,143.77
Suan Luang,5/2/2025,3:00,26.4,75,7.9,0,1009,248.25,109.67,83.92,3524.78,0,5,141.49
Suan Luang,5/2/2025,4:00,26.2,75,7.9,0,1009,233.23,95.96,73.43,3070.83,0,5,131.07
Suan Luang,5/2/2025,5:00,26,76,7.9,0,1009,221.47,82.94,65.8,2750.4,0,5,121.34
Suan Luang,5/2/2025,6:00,25.9,77,6.8,0,1010,224.54,76.08,70.57,2830.51,0,5,121.28
Suan Luang,5/2/2025,7:00,25.9,78,7.6,0,1011,244.1,75.4,82.97,3524.78,0,5,134.63
Suan Luang,5/2/2025,8:00,26.7,73,14,0,1012,250.3,75.4,82.02,4112.24,0.67,5,139.89
Suan Luang,5/2/2025,9:00,27.8,63,15.8,0,1012,244.67,82.94,78.2,4058.84,7.33,5,141.2
Suan Luang,5/2/2025,10:00,29.3,48,16.2,0,1013,246.91,101.45,76.29,3471.38,41.84,5,151.91
Suan Luang,5/2/2025,11:00,30.8,39,14.4,0,1012,130.48,43.18,32.42,1535.42,144.48,5,95.49
Suan Luang,5/2/2025,12:00,32.3,34,12.2,0,1011,114.18,32.22,27.66,1308.44,175.95,5,88.08
Suan Luang,5/2/2025,13:00,33.4,31,9.4,0,1009,113.02,30.16,26.7,1281.74,188.83,5,87.66
Suan Luang,5/2/2025,14:00,34.3,29,9.4,0,1008,114.82,36.67,30.99,1388.55,185.97,5,89.04
Suan Luang,5/2/2025,15:00,34.5,29,12.2,0,1007,116.17,45.93,36.72,1495.36,173.09,5,87.64
Suan Luang,5/2/2025,16:00,34.1,30,15.8,0,1006,117.03,54.84,40.53,1602.17,153.07,5,85.07
Suan Luang,5/2/2025,17:00,33.1,34,17.3,0,1006,123.86,73.34,47.68,1895.91,124.45,5,86.8
Suan Luang,5/2/2025,18:00,31.5,38,15.1,0,1007,139.67,100.08,60.08,2349.85,87.26,5,93.74
Suan Luang,5/2/2025,19:00,30.5,41,11.9,0,1007,156.59,119.27,73.43,2670.29,55.79,5,104.09
Suan Luang,5/2/2025,20:00,29.3,52,18,0,1008,207.71,167.25,107.77,3685,10.55,5,133.2
Suan Luang,5/2/2025,21:00,27.6,69,22,0,1009,261.72,186.44,148.77,4859.92,0,5,163.7
Suan Luang,5/2/2025,22:00,27.3,71,20.5,0,1009,253.06,161.77,148.77,4913.33,0,5,161.27
Suan Luang,5/2/2025,23:00,27.1,72,18.7,0,1009,210.78,127.49,120.16,4112.24,0,5,139.15
Suan Luang,4/2/2025,0:00,27.1,66,15.5,0,1010,248.64,104.19,118.26,5714.42,0,5,165.17
Suan Luang,4/2/2025,1:00,26.8,69,15.1,0,1009,232.24,93.22,102.04,4966.74,0,5,149.38
Suan Luang,4/2/2025,2:00,26.5,71,14,0,1009,212.65,82.94,88.69,4165.65,0,5,132.35
Suan Luang,4/2/2025,3:00,26.2,74,14.4,0,1009,189.63,72.66,81.06,3364.56,0,5,114.82
Suan Luang,4/2/2025,4:00,26.1,76,13,0,1009,171.16,65.8,76.29,2803.8,0,5,100.02
Suan Luang,4/2/2025,5:00,25.9,77,11.9,0,1010,163.82,62.38,77.25,2563.48,0,5,92.71
Suan Luang,4/2/2025,6:00,25.7,77,9.7,0,1011,176.3,59.63,81.06,2723.69,0,5,94.15
Suan Luang,4/2/2025,7:00,25.5,73,9.7,0,1012,204.18,56.89,82.97,3311.16,0,5,102.85
Suan Luang,4/2/2025,8:00,26.1,66,13,0,1013,206.08,52.09,70.57,3631.59,0.43,5,98.93
Suan Luang,4/2/2025,9:00,27.4,60,14.8,0,1014,190.85,52.78,65.8,3471.38,3.89,5,100.43
Suan Luang,4/2/2025,10:00,29.1,48,14,0,1014,186.54,73.34,66.76,2964.02,19.31,5,107.23
Suan Luang,4/2/2025,11:00,30.6,39,13.3,0,1014,92.25,43.53,33.85,1441.96,80.11,4,57.68
Suan Luang,4/2/2025,12:00,31.9,35,12.6,0,1013,76.29,31.19,27.18,1161.58,123.02,4,51.32
Suan Luang,4/2/2025,13:00,32.9,31,11.9,0,1011,79.35,26.05,23.84,1108.17,151.63,4,57.1
Suan Luang,4/2/2025,14:00,33.7,29,10.1,0,1010,79.47,28.79,24.08,1134.87,153.07,4,59.35
Suan Luang,4/2/2025,15:00,34.2,28,9,0,1008,81.33,33.93,25.75,1188.28,140.19,4,60.53
Suan Luang,4/2/2025,16:00,34.4,28,7.9,0,1007,80,38.04,25.03,1201.63,124.45,4,58.72
Suan Luang,4/2/2025,17:00,34.1,28,7.9,0,1007,78.1,44.55,25.75,1281.74,105.86,4,55.68
Suan Luang,4/2/2025,18:00,33.3,29,7.2,0,1008,79.71,52.09,28.37,1401.9,87.26,4,54.3
Suan Luang,4/2/2025,19:00,31.9,34,7.2,0,1008,79.86,52.78,30.52,1388.55,75.1,4,53.56
Suan Luang,4/2/2025,20:00,30.3,41,11.5,0,1009,126.43,94.59,55.31,2162.93,28.61,4,74.03
Suan Luang,4/2/2025,21:00,29.1,47,10.8,0,1010,183.85,116.53,80.11,3097.53,0.25,5,100.67
Suan Luang,4/2/2025,22:00,28.6,49,10.8,0,1010,223.08,119.27,94.41,3791.81,0,5,122.24
Suan Luang,4/2/2025,23:00,28.2,53,10.8,0,1010,254.37,131.61,102.04,4486.08,0,5,140.58
Suan Luang,3/2/2025,0:00,26.4,65,14.8,0,1008,153.27,74.03,60.56,3257.75,0,5,110.73
Suan Luang,3/2/2025,1:00,26.1,68,13.7,0,1008,145.27,67.86,64.85,2830.51,0,5,102.36
Suan Luang,3/2/2025,2:00,25.8,70,13.7,0,1008,144.51,65.8,75.34,2483.37,0,5,98.73
Suan Luang,3/2/2025,3:00,25.6,74,12.6,0,1007,147.49,64.43,76.29,2376.56,0,5,97.94
Suan Luang,3/2/2025,4:00,25.4,75,11.2,0,1007,152.71,63.06,74.39,2323.15,0,5,97.63
Suan Luang,3/2/2025,5:00,25.2,76,10.4,0,1008,156.59,62.38,68.66,2296.45,0,5,96.26
Suan Luang,3/2/2025,6:00,25.1,77,11.2,0,1008,166.52,63.06,66.76,2510.07,0,5,100.19
Suan Luang,3/2/2025,7:00,25,77,11.9,0,1009,188.18,63.75,69.62,3364.56,0,5,114.5
Suan Luang,3/2/2025,8:00,26.3,71,14.8,0,1010,205.45,63.06,69.62,4539.49,0.37,5,121.04
Suan Luang,3/2/2025,9:00,28.2,61,15.5,0,1011,236.05,70.6,84.88,5287.17,2.91,5,127.62
Suan Luang,3/2/2025,10:00,29.9,54,14.4,0,1012,280.48,115.16,120.16,5554.2,11,5,147.83
Suan Luang,3/2/2025,11:00,31.3,47,14.8,0,1011,203.43,108.3,81.06,2803.8,104.43,5,130.18
Suan Luang,3/2/2025,12:00,32,43,15.5,0,1010,209.39,71.97,66.76,2216.34,228.88,5,154.16
Suan Luang,3/2/2025,13:00,33.2,37,13.3,0,1009,223.14,50.04,61.04,2056.12,320.43,5,170.04
Suan Luang,3/2/2025,14:00,34.2,32,12.6,0,1007,223.53,47.98,61.99,2082.82,357.63,5,173.89
Suan Luang,3/2/2025,15:00,34.6,30,13.3,0,1006,223.11,53.47,63.9,2162.93,351.91,5,172.07
Suan Luang,3/2/2025,16:00,34.4,30,13,0,1006,202.44,57.58,60.56,2109.53,311.85,5,149.48
Suan Luang,3/2/2025,17:00,33.7,32,13.3,0,1006,232.53,131.61,97.27,3337.86,208.85,5,161.05
Suan Luang,3/2/2025,18:00,31.9,37,15.1,0,1007,290.72,249.51,150.68,5447.39,63.66,5,195.39
Suan Luang,3/2/2025,19:00,29.8,46,15.1,0,1007,311.84,279.66,179.29,6835.94,0.18,5,208.64
Suan Luang,3/2/2025,20:00,29,51,14.8,0,1008,315.84,241.28,186.92,7370,0,5,210.48
Suan Luang,3/2/2025,21:00,28.4,54,15.5,0,1009,311.21,194.67,181.2,7476.81,0,5,207.53
Suan Luang,3/2/2025,22:00,27.8,58,16.6,0,1010,294.5,156.28,164.03,7049.56,0,5,199.14
Suan Luang,3/2/2025,23:00,27.3,62,16.9,0,1010,268.16,124.75,137.33,6355.29,0,5,182.08
Suan Luang,2/2/2025,0:00,26.1,68,15.1,0,1009,170.38,93.22,70.57,3231.05,0,5,121.62
Suan Luang,2/2/2025,1:00,25.9,68,12.6,0,1008,145.79,81.57,65.8,2696.99,0,5,101.55
Suan Luang,2/2/2025,2:00,25.7,68,10.8,0,1008,134.59,77.46,61.04,2349.85,0.01,5,93.32
Suan Luang,2/2/2025,3:00,25.4,70,9,0,1008,135.19,76.77,58.65,2243.04,0.01,5,93.2
Suan Luang,2/2/2025,4:00,25.1,73,8.6,0,1008,144.16,76.77,59.13,2296.45,0,5,97.5
Suan Luang,2/2/2025,5:00,24.9,74,7.6,0,1008,158.45,78.14,55.31,2510.07,0,5,105.06
Suan Luang,2/2/2025,6:00,24.7,76,9,0,1008,182.81,78.83,52.45,3097.53,0,5,121.83
Suan Luang,2/2/2025,7:00,24.6,76,7.9,0,1009,233.68,82.94,58.17,4859.92,0,5,160.66
Suan Luang,2/2/2025,8:00,25.9,70,11.5,0,1010,270.36,84.31,61.99,7370,0.11,5,188.37
Suan Luang,2/2/2025,9:00,27.7,60,13.3,0,1011,282.28,87.74,69.62,8651.73,1.02,5,193.07
Suan Luang,2/2/2025,10:00,29.6,51,13,0,1011,307.67,131.61,87.74,8972.17,5.72,5,204.31
Suan Luang,2/2/2025,11:00,31.3,43,13.3,0,1010,328.49,135.72,100.14,3738.4,208.85,5,246.88
Suan Luang,2/2/2025,12:00,32.3,39,14.8,0,1009,362.82,65.8,84.88,3017.43,377.66,5,300.66
Suan Luang,2/2/2025,13:00,33.2,35,14.4,0,1008,381.41,43.87,85.83,2990.72,446.32,5,322.25
Suan Luang,2/2/2025,14:00,33.8,32,15.8,0,1007,374.73,42.16,86.78,3044.13,452.04,5,318.96
Suan Luang,2/2/2025,15:00,33.8,30,15.5,0,1006,347.65,47.3,85.83,2937.32,411.99,5,293.76
Suan Luang,2/2/2025,16:00,33.6,29,14,0,1005,303.96,52.78,80.11,2723.69,349.04,5,252.34
Suan Luang,2/2/2025,17:00,32.9,30,13.3,0,1005,267.93,109.67,94.41,3364.56,205.99,5,210.14
Suan Luang,2/2/2025,18:00,31.4,34,13.3,0,1005,233.83,171.36,108.72,4112.24,59.37,5,172.58
Suan Luang,2/2/2025,19:00,29.6,43,12.2,0,1006,197.2,156.28,103.95,4112.24,1.56,5,138.54
Suan Luang,2/2/2025,20:00,28.8,47,12.2,0,1007,179.49,113.79,92.51,4005.43,0,5,123.43
Suan Luang,2/2/2025,21:00,27.8,56,16.9,0,1008,176.49,93.22,83.92,4112.24,0,5,122.52
Suan Luang,2/2/2025,22:00,27.1,65,18,0,1008,178.62,85.68,77.25,4058.84,0,5,127.23
Suan Luang,2/2/2025,23:00,26.6,70,18.4,0,1008,171.47,80.88,68.66,3791.81,0,5,124.06
Suan Luang,1/2/2025,0:00,26,62,14.8,0,1009,293.86,159.03,91.55,6942.75,0,5,216.08
Suan Luang,1/2/2025,1:00,25.8,59,11.2,0,1009,238.15,131.61,73.43,5500.79,0,5,175.09
Suan Luang,1/2/2025,2:00,25.6,57,6.5,0,1008,181.55,106.93,63.9,3631.59,0,5,131.47
Suan Luang,1/2/2025,3:00,25.4,58,7.6,0,1007,160.53,90.48,54.36,2937.32,0,5,115.08
Suan Luang,1/2/2025,4:00,25.1,61,9,0,1007,163.47,85,55.31,2803.8,0,5,115.65
Suan Luang,1/2/2025,5:00,24.9,64,6.8,0,1008,185.27,84.31,58.17,3177.64,0,5,130.43
Suan Luang,1/2/2025,6:00,24.8,66,6.5,0,1009,224.58,87.05,59.6,4112.24,0,5,159.58
Suan Luang,1/2/2025,7:00,24.7,68,6.8,0,1010,292.58,95.96,64.85,6462.1,0,5,213.77
Suan Luang,1/2/2025,8:00,25.7,64,8.3,0,1010,361.71,106.93,72.48,10147.09,0.17,5,269.21
Suan Luang,1/2/2025,9:00,27.3,56,10.8,0,1011,410.49,122.01,87.74,13244.63,1.26,5,306.09
Suan Luang,1/2/2025,10:00,29.2,47,12.2,0,1012,477.2,208.38,116.35,15380.86,4.83,5,358.91
Suan Luang,1/2/2025,11:00,30.8,41,13.7,0,1011,440.5,200.15,164.03,5340.58,266.08,5,351.3
Suan Luang,1/2/2025,12:00,31.8,37,14,0,1010,437.39,69.23,114.44,3631.59,463.49,5,372.79
Suan Luang,1/2/2025,13:00,32.5,34,15.1,0,1009,452.2,34.96,100.14,3257.75,514.98,5,386.74
Suan Luang,1/2/2025,14:00,32.9,32,15.1,0,1007,408.53,34.62,90.6,2964.02,469.21,5,345.96
Suan Luang,1/2/2025,15:00,33,32,16.2,0,1006,361.51,41.47,83.92,2777.1,417.71,5,301.36
Suan Luang,1/2/2025,16:00,32.6,31,16.2,0,1006,315.1,46.61,75.34,2563.48,354.77,5,255.87
