District,Date(D_M_YYYY),Time(Hour_of_a_day),Temperature(Celsius),Humidity(Percentage),WindSpeed(KM/H),Precipitation(Millimeters),AtmosphericPressure(Millibars),PM10(ug/m3),NO2(ug/m3),SO2(ug/m3),CO(ug/m3),O3(ug/m3),AQI(Index/Level),PM2_5(ug/m3)
Lak Si,31/1/2025,22:00,27,49,14,0,1010,398.39,254.99,129.7,8972.17,0,5,299.8
Lak Si,31/1/2025,23:00,26.1,55,13.7,0,1010,355.18,200.15,110.63,8224.49,0,5,263.69
Lat Krabang,6/2/2025,0:00,26.2,79,20.5,0,1010,188.18,113.79,98.23,3471.38,0,5,128.98
Lat Krabang,6/2/2025,1:00,26,80,17.6,0,1009,185.93,109.67,89.65,3097.53,0,5,130.63
Lat Krabang,6/2/2025,2:00,25.8,82,15.8,0,1009,184.26,104.19,83.92,2937.32,0,5,130.88
Lat Krabang,6/2/2025,3:00,25.7,83,15.5,0.08,1009,189.54,100.08,82.97,3070.83,0,5,133.32
Lat Krabang,6/2/2025,4:00,25.5,82,14.8,0.1,1009,208.85,101.45,89.65,3471.38,0,5,143.86
Lat Krabang,6/2/2025,5:00,25.4,82,13.7,0,1009,244.56,106.93,99.18,4112.24,0,5,166.57
Lat Krabang,6/2/2025,6:00,25.3,81,12.6,0,1009,287.84,111.04,99.18,4966.74,0,5,194.87
Lat Krabang,6/2/2025,7:00,25.1,82,11.5,0,1010,336.8,112.41,94.41,6355.29,0,5,226
Lat Krabang,6/2/2025,8:00,26.2,75,12.6,0,1011,338.02,104.19,81.06,7476.81,0.26,5,219.82
Lat Krabang,6/2/2025,9:00,27.6,69,13,0,1012,320.65,104.19,82.02,8117.68,2.21,5,200.89
Lat Krabang,6/2/2025,10:00,28.8,62,13.7,0,1012,339.16,145.32,100.14,8224.49,8.58,5,205.62
Lat Krabang,6/2/2025,11:00,29.6,58,14,0,1011,176.08,94.59,63.9,2536.77,105.86,5,105.62
Lat Krabang,6/2/2025,12:00,30.2,55,14,0,1010,131.33,54.84,48.16,1789.09,180.24,5,90.19
Lat Krabang,6/2/2025,13:00,30.7,53,15.1,0,1009,129.14,43.87,44.82,1668.93,228.88,5,92.9
Lat Krabang,6/2/2025,14:00,30.8,52,16.6,0,1008,136.08,48.67,49.59,1789.09,248.91,5,101.3
Lat Krabang,6/2/2025,15:00,30.7,53,18.4,0,1007,142.3,57.58,56.74,1949.31,240.33,5,107.06
Lat Krabang,6/2/2025,16:00,30.1,56,18.4,0,1006,138.3,65.12,59.61,2029.42,214.58,5,102.62
Lat Krabang,6/2/2025,17:00,29.3,61,19.4,0,1006,144.49,98.71,76.29,2616.88,147.34,5,103.67
Lat Krabang,6/2/2025,18:00,28,68,19.4,0,1007,150.43,148.06,99.18,3471.38,40.05,5,101.61
Lat Krabang,6/2/2025,19:00,27.2,72,18.7,0,1007,141.09,135.72,103,3631.59,0.23,5,90.27
Lat Krabang,6/2/2025,20:00,26.9,75,22.7,0,1008,148.52,105.56,107.77,3738.4,0,5,92.05
Lat Krabang,6/2/2025,21:00,26.7,78,23.8,0,1009,164.74,91.85,113.49,3952.03,0,5,100.73
Lat Krabang,6/2/2025,22:00,26.5,79,22.7,0,1010,168.7,87.74,109.67,3898.62,0,5,104.54
Lat Krabang,6/2/2025,23:00,26.4,81,21.6,0,1010,160.77,84.31,101.09,3685,0,5,100.11
Lat Krabang,5/2/2025,0:00,26.3,80,17.3,0,1011,260.48,131.61,96.32,4592.9,0,5,144.39
Lat Krabang,5/2/2025,1:00,26.1,82,16.2,0,1010,253.71,123.38,87.74,4165.65,0,5,141.81
Lat Krabang,5/2/2025,2:00,25.7,82,13,0.28,1010,252.91,117.9,87.74,3845.22,0,5,143.77
Lat Krabang,5/2/2025,3:00,25.6,82,10.4,0,1009,248.25,109.67,83.92,3524.78,0,5,141.49
Lat Krabang,5/2/2025,4:00,25.5,82,10.1,0,1009,233.23,95.96,73.43,3070.83,0,5,131.07
Lat Krabang,5/2/2025,5:00,25.4,82,9,0,1009,221.47,82.94,65.8,2750.4,0,5,121.34
Lat Krabang,5/2/2025,6:00,25.3,83,6.8,0,1010,224.54,76.08,70.57,2830.51,0,5,121.28
Lat Krabang,5/2/2025,7:00,25.2,83,8.6,0,1011,244.1,75.4,82.97,3524.78,0,5,134.63
Lat Krabang,5/2/2025,8:00,26.1,75,14.8,0,1012,250.3,75.4,82.02,4112.24,0.67,5,139.89
Lat Krabang,5/2/2025,9:00,27.2,63,18.4,0,1012,244.67,82.94,78.2,4058.84,7.33,5,141.2
Lat Krabang,5/2/2025,10:00,28.5,51,18.4,0,1013,246.91,101.45,76.29,3471.38,41.84,5,151.91
Lat Krabang,5/2/2025,11:00,29.6,45,15.1,0,1012,130.48,43.18,32.42,1535.42,144.48,5,95.49
Lat Krabang,5/2/2025,12:00,30.7,42,12.2,0,1011,114.18,32.22,27.66,1308.44,175.95,5,88.08
Lat Krabang,5/2/2025,13:00,31.2,40,11.2,0,1010,113.02,30.16,26.7,1281.74,188.83,5,87.66
Lat Krabang,5/2/2025,14:00,31.3,41,12.6,0,1008,114.82,36.67,30.99,1388.55,185.97,5,89.04
Lat Krabang,5/2/2025,15:00,31.2,44,15.5,0,1007,116.17,45.93,36.72,1495.36,173.09,5,87.64
Lat Krabang,5/2/2025,16:00,30.8,46,16.6,0,1006,117.03,54.84,40.53,1602.17,153.07,5,85.07
Lat Krabang,5/2/2025,17:00,30,50,16.6,0,1007,123.86,73.34,47.68,1895.91,124.45,5,86.8
Lat Krabang,5/2/2025,18:00,28.7,59,14,0,1007,139.67,100.08,60.08,2349.85,87.26,5,93.74
Lat Krabang,5/2/2025,19:00,27.6,65,13,0,1007,156.59,119.27,73.43,2670.29,55.79,5,104.09
Lat Krabang,5/2/2025,20:00,27.1,72,18.7,0,1008,207.71,167.25,107.77,3685,10.55,5,133.2
Lat Krabang,5/2/2025,21:00,26.7,78,23,0,1009,261.72,186.44,148.77,4859.92,0,5,163.7
Lat Krabang,5/2/2025,22:00,26.5,80,23.4,0,1009,253.06,161.77,148.77,4913.33,0,5,161.27
Lat Krabang,5/2/2025,23:00,26.4,81,21.2,0,1009,210.78,127.49,120.16,4112.24,0,5,139.15
Lat Krabang,4/2/2025,0:00,26.3,76,18.4,0,1010,248.64,104.19,118.26,5714.42,0,5,165.17
Lat Krabang,4/2/2025,1:00,26.1,78,16.9,0,1009,232.24,93.22,102.04,4966.74,0,5,149.38
Lat Krabang,4/2/2025,2:00,25.9,79,16.2,0,1009,212.65,82.94,88.69,4165.65,0,5,132.35
Lat Krabang,4/2/2025,3:00,25.7,80,16.6,0,1009,189.63,72.66,81.06,3364.56,0,5,114.82
Lat Krabang,4/2/2025,4:00,25.6,81,15.1,0,1009,171.16,65.8,76.29,2803.8,0,5,100.02
Lat Krabang,4/2/2025,5:00,25.3,80,13.7,0,1010,163.82,62.38,77.25,2563.48,0,5,92.71
Lat Krabang,4/2/2025,6:00,25.1,80,11.5,0,1011,176.3,59.63,81.06,2723.69,0,5,94.15
Lat Krabang,4/2/2025,7:00,24.8,78,11.5,0,1012,204.18,56.89,82.97,3311.16,0,5,102.85
Lat Krabang,4/2/2025,8:00,25.7,72,15.1,0,1013,206.08,52.09,70.57,3631.59,0.43,5,98.93
Lat Krabang,4/2/2025,9:00,26.9,62,17.3,0,1014,190.85,52.78,65.8,3471.38,3.89,5,100.43
Lat Krabang,4/2/2025,10:00,28.1,52,16.9,0,1014,186.54,73.34,66.76,2964.02,19.31,5,107.23
Lat Krabang,4/2/2025,11:00,29.3,45,15.5,0,1014,92.25,43.53,33.85,1441.96,80.11,4,57.68
Lat Krabang,4/2/2025,12:00,30.3,42,12.2,0,1013,76.29,31.19,27.18,1161.58,123.02,4,51.32
Lat Krabang,4/2/2025,13:00,30.9,40,8.6,0,1011,79.35,26.05,23.84,1108.17,151.63,4,57.1
Lat Krabang,4/2/2025,14:00,31.4,39,6.5,0,1010,79.47,28.79,24.08,1134.87,153.07,4,59.35
Lat Krabang,4/2/2025,15:00,31.6,39,6.5,0,1008,81.33,33.93,25.75,1188.28,140.19,4,60.53
Lat Krabang,4/2/2025,16:00,31.6,39,7.2,0,1008,80,38.04,25.03,1201.63,124.45,4,58.72
Lat Krabang,4/2/2025,17:00,31.2,41,7.6,0,1007,78.1,44.55,25.75,1281.74,105.86,4,55.68
Lat Krabang,4/2/2025,18:00,29.5,49,9.4,0,1008,79.71,52.09,28.37,1401.9,87.26,4,54.3
Lat Krabang,4/2/2025,19:00,28.1,56,12.2,0,1009,79.86,52.78,30.52,1388.55,75.1,4,53.56
Lat Krabang,4/2/2025,20:00,27.5,61,14,0,1010,126.43,94.59,55.31,2162.93,28.61,4,74.03
Lat Krabang,4/2/2025,21:00,27.2,63,12.6,0,1010,183.85,116.53,80.11,3097.53,0.25,5,100.67
Lat Krabang,4/2/2025,22:00,26.9,66,12.6,0,1010,223.08,119.27,94.41,3791.81,0,5,122.24
Lat Krabang,4/2/2025,23:00,26.7,69,11.9,0,1010,254.37,131.61,102.04,4486.08,0,5,140.58
Lat Krabang,3/2/2025,0:00,25.8,74,17.3,0,1008,113.95,51.41,13.11,1642.23,1.7,4,68.03
Lat Krabang,3/2/2025,1:00,25.6,76,16.6,0,1008,105.93,44.55,11.92,1375.2,5.19,4,62.61
Lat Krabang,3/2/2025,2:00,25.4,77,17.3,0,1008,109.26,43.18,17.88,1201.63,11.8,4,60.77
Lat Krabang,3/2/2025,3:00,25.2,78,16.2,0,1007,109.76,35.3,16.69,1028.06,18.78,4,57.6
Lat Krabang,3/2/2025,4:00,25,79,14.4,0,1007,103.05,23.31,11.32,827.79,30.76,4,51.42
Lat Krabang,3/2/2025,5:00,24.8,79,14.8,0,1008,98.61,16.62,7.51,734.33,35.05,3,47.46
Lat Krabang,3/2/2025,6:00,24.8,79,15.5,0,1008,99.26,18.34,6.38,787.73,27.18,3,47.76
Lat Krabang,3/2/2025,7:00,24.7,79,16.2,0,1009,104.7,27.76,7.03,1001.36,11.62,4,52.16
Lat Krabang,3/2/2025,8:00,25.9,74,16.6,0,1010,115.1,31.19,7.51,1295.09,2.95,4,56.74
Lat Krabang,3/2/2025,9:00,27.3,67,16.6,0,1011,128,27.76,8.58,1495.36,8.94,4,58.77
Lat Krabang,3/2/2025,10:00,28.4,62,15.1,0,1012,144.16,31.53,10.97,1535.42,27.89,4,61
Lat Krabang,3/2/2025,11:00,29.2,57,14.8,0,1011,140.98,25.7,14.54,1001.36,105.86,4,56.62
Lat Krabang,3/2/2025,12:00,29.7,54,14,0,1010,150.62,16.79,14.42,921.25,188.83,5,71.3
Lat Krabang,3/2/2025,13:00,30.6,49,13,0,1009,162.12,10.71,13.59,881.2,243.19,5,84.9
Lat Krabang,3/2/2025,14:00,31,47,13.3,0,1007,145.97,8.14,11.44,814.44,243.19,5,88.74
Lat Krabang,3/2/2025,15:00,31.2,45,12.6,0,1006,131.79,7.97,10.37,774.38,228.88,5,85.07
Lat Krabang,3/2/2025,16:00,31,46,13.7,0,1006,122.15,8.48,9.18,741,214.58,5,78.75
Lat Krabang,3/2/2025,17:00,30.3,49,14.4,0,1006,135.62,27.08,11.92,1161.58,155.93,5,81.95
Lat Krabang,3/2/2025,18:00,28.7,58,15.8,0,1007,167.35,59.63,18.12,1976.01,85.83,5,92.35
Lat Krabang,3/2/2025,19:00,27.5,64,16.2,0,1007,192.76,95.96,25.51,2857.21,28.25,5,100.16
Lat Krabang,3/2/2025,20:00,27.2,66,16.9,0,1008,202.26,111.04,27.66,3311.16,1.99,5,100.43
Lat Krabang,3/2/2025,21:00,26.9,68,16.6,0,1009,194.97,97.33,25.03,3231.05,0.03,5,94.49
Lat Krabang,3/2/2025,22:00,26.7,70,18,0,1010,187.02,85,27.42,3150.94,0,5,92.95
Lat Krabang,3/2/2025,23:00,26.5,71,18,0,1010,171.73,72.66,30.99,2830.51,0,5,87.83
Lat Krabang,2/2/2025,0:00,25.5,75,18.7,0,1009,127.25,48.67,18.12,1642.23,36.48,5,78.84
Lat Krabang,2/2/2025,1:00,25.4,75,18,0,1009,106.05,37.36,14.07,1295.09,38.27,4,64.05
Lat Krabang,2/2/2025,2:00,25.2,75,15.5,0,1008,100.11,34.96,13.83,1174.93,35.05,4,59.74
Lat Krabang,2/2/2025,3:00,24.9,76,13.3,0,1008,99.96,31.19,11.56,1081.47,32.9,4,58.43
Lat Krabang,2/2/2025,4:00,24.7,77,11.5,0,1008,99.45,23.65,8.11,934.6,35.05,4,55.98
Lat Krabang,2/2/2025,5:00,24.5,78,11.9,0,1008,96.48,19.19,5.9,847.82,33.97,4,54.13
Lat Krabang,2/2/2025,6:00,24.4,78,10.8,0,1008,95.29,19.54,5.07,867.84,25.75,4,55.03
Lat Krabang,2/2/2025,7:00,24.3,78,11.2,0,1009,96.11,26.39,5.6,1054.76,10.28,4,59.14
Lat Krabang,2/2/2025,8:00,25.7,72,14.8,0,1010,103.2,26.05,6.14,1335.14,1.56,4,62.57
Lat Krabang,2/2/2025,9:00,27,65,15.5,0,1011,122.61,22.28,7.15,1615.52,4.56,4,66.56
Lat Krabang,2/2/2025,10:00,28.1,59,15.8,0,1011,146.01,30.85,8.94,1815.8,21.1,4,72.07
Lat Krabang,2/2/2025,11:00,29,55,15.8,0,1011,175.84,20.91,15.97,1148.22,141.62,4,73.1
Lat Krabang,2/2/2025,12:00,29.6,52,15.1,0,1010,196.76,12,17.88,1134.87,226.02,5,99.32
Lat Krabang,2/2/2025,13:00,30.1,50,15.1,0,1009,216.48,8.91,18.84,1148.22,271.8,5,122.25
Lat Krabang,2/2/2025,14:00,30.3,49,16.6,0,1007,221.95,8.57,20.98,1255.04,303.27,5,152.52
Lat Krabang,2/2/2025,15:00,30.3,48,14.8,0,1006,221.44,9.94,24.56,1361.85,317.57,5,163.47
Lat Krabang,2/2/2025,16:00,30.2,48,14.4,0,1006,216.77,11.31,25.99,1388.55,314.71,5,160.23
Lat Krabang,2/2/2025,17:00,29.6,49,13.3,0,1005,215.99,21.59,26.94,1482.01,260.35,5,151.51
Lat Krabang,2/2/2025,18:00,28.1,58,14,0,1006,192.82,45.93,30.52,1735.69,160.22,5,122.42
Lat Krabang,2/2/2025,19:00,26.9,65,13.7,0,1006,150.33,65.12,31.95,1842.5,71.53,5,85.06
Lat Krabang,2/2/2025,20:00,26.6,66,14.8,0,1007,120.82,58.26,23.37,1655.58,38.27,4,66.07
Lat Krabang,2/2/2025,21:00,26.3,70,19.4,0,1008,111.16,52.09,16.45,1548.77,22.89,4,61.85
Lat Krabang,2/2/2025,22:00,26.1,75,21.2,0,1008,115.35,55.52,15.5,1655.58,9.57,4,65.34
Lat Krabang,2/2/2025,23:00,25.9,78,20.5,0,1008,120.76,56.89,15.5,1762.39,2.1,4,69.98
Lat Krabang,1/2/2025,0:00,25.3,70,16.2,0,1009,163.01,61.01,12.16,2216.34,26.46,5,97.5
Lat Krabang,1/2/2025,1:00,25,69,12.6,0,1009,131.51,50.72,10.49,1762.39,27.89,5,79.33
Lat Krabang,1/2/2025,2:00,24.9,67,9.7,0,1008,125.83,58.26,14.42,1789.09,19.67,5,78.04
Lat Krabang,1/2/2025,3:00,24.7,68,10.1,0,1008,129.82,56.21,13.95,1762.39,13.77,5,80.83
Lat Krabang,1/2/2025,4:00,24.6,69,11.2,0,1008,135.43,48.67,11.44,1655.58,12.52,5,81.97
Lat Krabang,1/2/2025,5:00,24.5,71,10.1,0,1008,142.84,43.87,9.89,1602.17,9.83,5,83.73
Lat Krabang,1/2/2025,6:00,24.3,72,9.7,0,1009,143,42.5,8.46,1642.23,4.02,5,88.01
Lat Krabang,1/2/2025,7:00,24.3,73,10.4,0,1010,143.91,38.73,7.87,1842.5,0.25,5,93.58
Lat Krabang,1/2/2025,8:00,25.4,69,10.4,0,1011,150.73,29.13,7.87,2002.72,0.69,5,91.67
Lat Krabang,1/2/2025,9:00,26.6,63,12.2,0,1012,176.93,25.7,8.58,2162.93,4.47,5,90.78
Lat Krabang,1/2/2025,10:00,27.8,57,13.3,0,1012,204.57,40.1,10.73,2323.15,26.11,5,97.74
Lat Krabang,1/2/2025,11:00,28.6,53,15.1,0,1011,390.07,33.24,56.27,2162.93,286.1,5,236.61
Lat Krabang,1/2/2025,12:00,29.2,51,15.8,0,1010,427.68,10.88,53.88,2082.82,377.66,5,289.61
Lat Krabang,1/2/2025,13:00,29.7,49,15.8,0,1009,420.15,8.23,45.78,1895.9,394.82,5,282.22
Lat Krabang,1/2/2025,14:00,29.9,48,15.8,0,1008,277.14,6.77,28.13,1361.85,317.57,5,188.16
Lat Krabang,1/2/2025,15:00,29.8,48,15.8,0,1007,185.38,6.17,17.88,1014.71,251.77,5,125.2
Lat Krabang,1/2/2025,16:00,29.5,48,15.8,0,1006,153.61,6.25,13.35,854.49,223.16,5,101.49
Lat Krabang,1/2/2025,17:00,28.7,51,15.5,0,1006,159.88,16.11,14.31,1014.71,188.83,5,99.87
Lat Krabang,1/2/2025,18:00,27.5,58,13.7,0,1007,191.29,39.07,20.5,1535.42,148.77,5,116.68
Lat Krabang,1/2/2025,19:00,26.5,65,13.7,0,1007,213.27,67.17,30.28,2243.04,100.14,5,133.44
Lat Krabang,1/2/2025,20:00,26.2,68,15.1,0,1008,211.64,74.71,31.47,2483.37,75.1,5,137.62
Lat Krabang,1/2/2025,21:00,26.1,68,14.4,0,1009,197.63,66.49,26.94,2296.45,65.8,5,129.65
Lat Krabang,1/2/2025,22:00,26,71,18,0,1009,180.86,63.06,25.27,2136.23,53.64,5,117.19
Lat Krabang,1/2/2025,23:00,25.7,74,17.6,0,1009,156.13,59.63,22.89,1976.01,41.13,5,99.11
Lat Krabang,31/1/2025,0:00,25.1,59,8.3,0,1011,152.9,40.44,10.49,1708.98,0.22,4,66.22
Lat Krabang,31/1/2025,1:00,24.8,60,7.6,0,1010,151.11,37.7,9.54,1615.52,0.21,4,65.36
Lat Krabang,31/1/2025,2:00,24.4,61,5.8,0,1010,155.48,37.36,9.18,1628.88,0.05,4,66.97
Lat Krabang,31/1/2025,3:00,24.1,61,3.2,0,1009,157.85,38.04,8.34,1668.93,0.03,4,68.47
Lat Krabang,31/1/2025,4:00,23.7,59,3.6,0,1010,153.45,35.3,7.03,1615.52,0.03,4,68.78
Lat Krabang,31/1/2025,5:00,23.3,59,5.8,0,1010,147.31,29.47,6.08,1535.42,0.03,4,69.18
Lat Krabang,31/1/2025,6:00,22.9,59,6.8,0,1011,148.22,24.33,6.08,1522.06,0.01,4,71.98
Lat Krabang,31/1/2025,7:00,22.8,58,6.5,0,1011,162.52,21.25,7.57,1762.39,0,5,79.77
Lat Krabang,31/1/2025,8:00,24,53,5.4,0,1012,171.17,19.02,8.94,2162.93,0.68,5,84.7
Lat Krabang,31/1/2025,9:00,25.7,48,5,0,1013,175.55,21.59,10.01,2429.96,4.78,5,86.29
Lat Krabang,31/1/2025,10:00,27.2,46,4.7,0,1014,188.1,39.41,11.44,2536.77,26.11,5,92.31
Lat Krabang,31/1/2025,11:00,28.3,43,5,0,1013,105.47,12.68,10.37,894.55,148.77,4,47.37
Lat Krabang,31/1/2025,12:00,29,42,7.9,0,1012,85.93,6.25,7.75,714.3,171.66,4,44.61
Lat Krabang,31/1/2025,13:00,29.6,41,10.1,0,1010,82.8,5.23,6.85,667.57,174.52,4,44.31
Lat Krabang,31/1/2025,14:00,29.9,41,11.2,0,1009,86.46,5.91,7.51,674.25,180.24,5,46.58
Lat Krabang,31/1/2025,15:00,30.1,40,11.5,0,1008,91.44,6.6,7.99,687.6,183.11,5,48.77
Lat Krabang,31/1/2025,16:00,30,40,11.5,0,1007,90.04,7.2,7.51,667.57,174.52,4,46.45
Lat Krabang,31/1/2025,17:00,29.4,44,13,0,1007,104.18,25.36,9.78,1094.82,120.16,4,49.91
Lat Krabang,31/1/2025,18:00,27.8,52,15.8,0,1007,137.33,63.06,16.69,1922.61,61.51,4,61.68
Lat Krabang,31/1/2025,19:00,26.6,59,16.9,0,1008,183.46,109.67,28.37,2910.61,22.71,5,83.58
Lat Krabang,31/1/2025,20:00,26.4,61,16.6,0,1009,233.14,135.72,37.67,3631.59,8.49,5,112.55
Lat Krabang,31/1/2025,21:00,26.1,64,17.3,0,1010,267.39,132.98,36.24,3952.03,7.15,5,138.91
Lat Krabang,31/1/2025,22:00,25.8,67,17.3,0,1010,265.86,116.53,28.85,3898.62,12.7,5,149.9
Lat Krabang,31/1/2025,23:00,25.6,69,18.7,0,1010,216.14,85.68,18.6,3097.53,20.92,5,127.63
Lat Phrao,6/2/2025,0:00,26.9,72,17.3,0,1010,284.83,178.22,112.53,5661.01,0,5,174.82
Lat Phrao,6/2/2025,1:00,26.7,72,14.8,0,1009,265.31,175.48,103,5233.77,0,5,169.91
Lat Phrao,6/2/2025,2:00,26.5,74,13,0,1009,237.33,160.4,82.97,4272.46,0,5,160.1
Lat Phrao,6/2/2025,3:00,26.3,76,13,0,1009,228.7,141.2,59.61,3791.81,0,5,156.75
Lat Phrao,6/2/2025,4:00,26.2,76,11.9,0,1008,238.51,131.61,49.59,3738.4,0,5,162.69
Lat Phrao,6/2/2025,5:00,26,77,10.8,0,1009,259.04,126.12,44.82,3898.62,0,5,174.77
Lat Phrao,6/2/2025,6:00,25.9,77,10.4,0,1009,287.03,124.75,40.05,4272.46,0,5,191.53
Lat Phrao,6/2/2025,7:00,25.7,78,10.4,0,1010,315.8,122.01,37.19,4806.52,0,5,207.12
Lat Phrao,6/2/2025,8:00,26.7,72,12.2,0,1011,299.49,95.96,27.9,4646.3,0.37,5,191.67
Lat Phrao,6/2/2025,9:00,28.5,61,12.6,0,1012,267.22,73.34,24.08,4486.08,3.4,5,164.23
Lat Phrao,6/2/2025,10:00,30.3,52,12.6,0,1012,267.54,90.48,30.04,4699.71,15.91,5,158.24
Lat Phrao,6/2/2025,11:00,31.7,46,13.7,0,1011,162.98,45.24,30.04,1668.93,143.05,5,90.77
Lat Phrao,6/2/2025,12:00,32.7,42,13.3,0,1010,127.19,25.02,24.56,1308.44,205.99,5,80.83
Lat Phrao,6/2/2025,13:00,33.6,38,14.4,0,1009,132.15,19.54,24.08,1268.39,246.05,5,90.25
Lat Phrao,6/2/2025,14:00,33.9,37,16.6,0,1007,144.11,21.94,28.37,1375.2,271.8,5,102.36
Lat Phrao,6/2/2025,15:00,33.9,37,19.4,0,1006,155.9,29.47,35.76,1562.12,280.38,5,112.36
Lat Phrao,6/2/2025,16:00,33.1,38,19.4,0,1006,157.76,38.39,41.49,1708.98,266.08,5,112.85
Lat Phrao,6/2/2025,17:00,32.2,41,17.3,0,1006,158.2,52.78,47.68,1895.91,234.6,5,111.46
Lat Phrao,6/2/2025,18:00,30.4,49,16.9,0,1006,171.8,84.31,63.9,2376.56,180.24,5,121.78
Lat Phrao,6/2/2025,19:00,29.2,56,15.5,0,1007,170.08,108.3,79.16,2777.1,105.86,5,120.46
Lat Phrao,6/2/2025,20:00,28,65,21.2,0,1008,174.8,161.77,103.95,3578.19,26.11,5,115.78
Lat Phrao,6/2/2025,21:00,27.5,70,22.3,0,1009,197.65,172.73,133.51,4646.3,0,5,123.64
Lat Phrao,6/2/2025,22:00,27.3,70,20.2,0,1009,212.91,141.2,144.96,5073.55,0,5,132.3
Lat Phrao,6/2/2025,23:00,27,72,19.4,0,1010,214.36,123.38,139.24,4966.74,0,5,134.64
Lat Phrao,5/2/2025,0:00,27.1,71,16.6,0,1010,153.94,71.97,24.08,2429.96,0.33,5,87.67
Lat Phrao,5/2/2025,1:00,26.7,74,14.4,0,1010,171.32,71.29,30.99,2403.26,0.14,5,94.88
Lat Phrao,5/2/2025,2:00,26.5,75,10.1,0,1010,204.73,82.25,46.73,2510.07,0.07,5,106.51
Lat Phrao,5/2/2025,3:00,26.4,75,7.9,0,1009,223.83,86.37,52.93,2536.77,0.03,5,115.09
Lat Phrao,5/2/2025,4:00,26.2,75,7.9,0,1009,222.25,82.94,49.11,2296.45,0.09,5,114.39
Lat Phrao,5/2/2025,5:00,26,76,7.9,0,1009,209.72,74.03,40.05,2029.42,0.23,5,107.61
Lat Phrao,5/2/2025,6:00,25.9,77,6.8,0,1010,205.6,64.43,34.33,1976.01,0.1,5,104.16
Lat Phrao,5/2/2025,7:00,25.9,78,7.6,0,1011,210.69,58.95,33.38,2269.75,0.01,5,107.15
Lat Phrao,5/2/2025,8:00,26.7,73,14,0,1012,209.96,53.47,30.99,2696.99,1.11,5,108.92
Lat Phrao,5/2/2025,9:00,27.8,63,15.8,0,1012,202.27,53.47,26.7,2643.59,12.7,5,109.07
Lat Phrao,5/2/2025,10:00,29.3,48,16.2,0,1013,199.23,50.04,24.08,2136.23,66.52,5,115.43
Lat Phrao,5/2/2025,11:00,30.8,39,14.4,0,1012,114.77,13.37,10.25,1001.36,157.36,5,84.41
Lat Phrao,5/2/2025,12:00,32.3,34,12.2,0,1011,97.95,7.97,8.11,847.82,173.09,5,76.95
Lat Phrao,5/2/2025,13:00,33.4,31,9.4,0,1009,93.38,7.11,7.57,814.44,175.95,4,74.28
Lat Phrao,5/2/2025,14:00,34.3,29,9.4,0,1008,88.88,8.23,7.99,814.44,175.95,4,70.98
Lat Phrao,5/2/2025,15:00,34.5,29,12.2,0,1007,84.58,9.77,8.82,814.44,170.23,4,66.31
Lat Phrao,5/2/2025,16:00,34.1,30,15.8,0,1006,81.64,11.31,9.06,821.11,160.22,4,62.48
Lat Phrao,5/2/2025,17:00,33.1,34,17.3,0,1006,90.52,26.05,14.31,1121.52,134.47,4,63.94
Lat Phrao,5/2/2025,18:00,31.5,38,15.1,0,1007,111.95,50.72,23.37,1668.93,92.98,4,70.22
Lat Phrao,5/2/2025,19:00,30.5,41,11.9,0,1007,135.87,68.55,31.47,2056.12,61.51,5,77.37
Lat Phrao,5/2/2025,20:00,29.3,52,18,0,1008,159.35,84.31,36.72,2429.96,35.41,5,86.87
Lat Phrao,5/2/2025,21:00,27.6,69,22,0,1009,193.74,115.16,51.02,3097.53,7.24,5,105.44
Lat Phrao,5/2/2025,22:00,27.3,71,20.5,0,1009,243.27,150.8,82.02,4219.06,0.02,5,137.26
Lat Phrao,5/2/2025,23:00,27.1,72,18.7,0,1009,282.33,175.48,110.63,5393.98,0,5,166.91
Lat Phrao,4/2/2025,0:00,27.1,66,15.5,0,1010,320.15,194.67,104.9,6729.13,0,5,215.55
Lat Phrao,4/2/2025,1:00,26.8,69,15.1,0,1009,343.72,172.73,117.3,7370,0,5,228.57
Lat Phrao,4/2/2025,2:00,26.5,71,14,0,1009,361.26,148.06,123.98,7583.62,0,5,235.38
Lat Phrao,4/2/2025,3:00,26.2,74,14.4,0,1009,340.6,117.9,109.67,6622.31,0,5,214.3
Lat Phrao,4/2/2025,4:00,26.1,76,13,0,1009,291.07,91.85,83.92,5073.55,0,5,171.98
Lat Phrao,4/2/2025,5:00,25.9,77,11.9,0,1010,240.4,70.6,61.04,3578.19,0,5,129.66
Lat Phrao,4/2/2025,6:00,25.7,77,9.7,0,1011,205.21,54.15,41.96,2563.48,0,5,98.29
Lat Phrao,4/2/2025,7:00,25.5,73,9.7,0,1012,177.51,42.16,25.99,2056.12,0,5,78.24
Lat Phrao,4/2/2025,8:00,26.1,66,13,0,1013,149.09,33.93,15.74,1949.31,0.98,4,72.91
Lat Phrao,4/2/2025,9:00,27.4,60,14.8,0,1014,140.62,33.93,15.14,1949.31,10.1,5,81.75
Lat Phrao,4/2/2025,10:00,29.1,48,14,0,1014,135.5,35.99,17.41,1695.63,43.27,5,81.49
Lat Phrao,4/2/2025,11:00,30.6,39,13.3,0,1014,64.16,14.22,10.01,854.49,95.84,3,40.33
Lat Phrao,4/2/2025,12:00,31.9,35,12.6,0,1013,51.65,9,7.57,694.28,121.59,3,34.91
